
param n:=20;
param p:=1.2;
param c:=1;
param Q:=1;
param v:=0.1;
param DIS:=20;
#data is from 20 locations case 3

param w: 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20:=
1	1	0.9	0.8	0.4	0.5	0.3	0.4	0.6	0.6	0.6	0.5	0.4	0.6	0.9	0.1	0.3	0.3	0.4	0.3	0.5
2	0.5	0.4	0.6	0.9	0.1	0.3	0.8	0.8	0.1	0.4	0.5	0.1	0.3	0.3	0.5	0.8	0.6	0.9	0.5	0.2
3	0.5	1	0.6	0.1	0.9	0.7	0.4	0.2	0.1	0.7	0.7	0.6	0	0.3	0.5	0.1	0.5	0.3	0.9	0.6
4	0.7	0.4	0.7	0.1	0.7	0.2	0.9	0.3	0.2	0.4	0.5	0.7	0.4	0.1	0.8	0.2	0.9	0.2	0.5	0
5	0.9	0.2	0.6	0.9	0.4	0.1	0	1	0.4	1	0.6	0.2	0.4	0.4	0.2	0.1	0.6	0.2	0.4	0.8
6	0.5	0.9	0.5	0.9	0	0.3	0.1	0.9	0.5	0.6	0.9	0.4	0.8	0.5	0.3	0.3	0.6	0.4	0.2	0
7	0.4	0.9	0.2	0.8	0.2	0.4	0.8	0.8	0.6	0.2	0.6	0.1	0.1	0	0	0.1	0.3	0.2	1	0.8
8	0.8	0.8	0.2	0.6	0.3	0.6	0.8	0.9	1	0.1	0.9	0.3	0.9	0.1	0.1	0.1	0.5	0.9	0.9	0.1
9	0.1	0.5	0.2	0.2	0.5	0.3	0.2	0.8	0.4	0.2	0.6	0.2	0	0.9	0.8	0.4	0.4	0.6	0.3	0.4
10	0.7	0.2	0.7	0.6	0.3	0.8	0.8	0.8	0.7	0.7	1	0.8	0.2	0.2	1	0.8	0.5	0.2	0.6	0.9
11	0.4	0.2	0.1	0.4	0.1	0.9	0.8	0.5	0.5	0.1	0.9	0.2	0.3	0.6	0.8	0.6	0.3	0.6	0.4	0
12	0.3	0.4	0.8	0.5	0.6	0.8	0.3	0	1	0.8	0.9	0.3	0	1	0.8	0.1	0.8	0.6	0.6	0.3
13	0.6	0.4	0.5	0.9	1	0.3	0.5	0.3	0.9	0.9	0.3	0.2	0.3	0.1	0.7	0.9	0.9	1	0.9	0.9
14	0.8	0.8	0.2	0.8	0.8	1	0.9	0.7	0.6	0.5	0	0.2	0.9	0.5	0.1	0.9	0.8	0.6	0.3	0.7
15	0.5	0.6	0.9	0.8	0.8	0.5	0.6	0.7	0.5	0.5	0.5	0.3	0.4	0.7	0.1	0.2	0.7	0.1	0.9	0.3
16	0.6	0.9	0.5	0.5	0.4	0.6	0.5	0.2	0.2	0.7	0.9	0.7	0.3	0.8	0.4	0.1	0.3	0	0.8	0.8
17	0.6	0.3	0.1	1	1	0.3	0.2	0.7	0.3	0.1	1	0.9	0.9	0.4	0.5	0.3	0	0.9	0.6	0.2
18	0.7	0.5	0.8	0	0.3	0.3	0.1	0.6	0.3	0.9	0.4	0.9	0.1	0.5	0.8	0.1	0.8	1	0.8	0.1
19	0	0.8	0	1	0.2	0.5	0.3	0.2	0.4	0.9	0.4	0.1	0.4	0.3	0.1	0.6	0.5	0.2	0.2	0.8
20	0	0.6	0.7	0.2	0.1	0.5	0.3	0.9	0.5	0.1	1	0.6	0.9	0	0.5	0.1	0.5	0.9	0.3	0.9
;
param d: 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20:=
1	0	5.872	6.324	7.701	8.808	11.42	9.585	7.013	4.557	9.804	2.266	6.736	4.609	8.827	5.068	9.729	14.231	12.991	7.465	10
2	5.872	0	8.537	3.361	4.479	6.276	6.553	1.325	10.266	8.745	7.561	3.548	10.378	4.634	2.667	5.226	8.383	7.147	2.1	4.833
3	6.324	8.537	0	7.581	8.033	10.799	14.537	8.833	6.464	15.63	8.19	11.342	6.801	13.016	5.95	13.715	15.848	13.907	10.636	13.354
4	7.701	3.361	7.581	0	1.188	3.765	9.594	2.424	11.401	12.055	9.808	6.827	11.604	7.431	2.65	7.748	8.284	6.335	4.699	6.841
5	8.808	4.479	8.033	1.188	0	2.854	10.488	3.403	12.345	13.084	10.948	7.859	12.565	8.266	3.739	8.482	8.101	5.983	5.585	7.441
