
param n:=20;
param p:=1.2;
param c:=1;
param Q:=1;
param v:=0.1;
param DIS:=20;
#data is from 20 locations case 5

param w: 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20:=
1	1	0.3	0.2	0.8	0.6	0.1	0.2	0.4	0.2	1	0.4	0.6	0.4	0.3	0.9	0.7	0.1	0.4	0.5	0.8
2	0.9	0.3	0.9	0.1	1	1	0.3	0	0	0.4	0.4	0	0.7	0.6	0.8	0.3	0.7	1	0.7	1
3	0.9	0.1	0.5	0.3	0.3	0.5	0	0.5	0.8	0.5	0.3	0.8	0.8	0.3	0.9	0.8	0.2	0.2	0.8	0.2
4	0.6	0.3	0.3	0.3	0.9	0.1	0.6	0.6	0	0.3	0.5	1	0.3	0	0.3	0.7	0.5	0.3	0.1	0.3
5	0.9	0.5	0.1	0.7	0.7	1	0.5	0.9	0.2	0.3	0.2	0.8	0.5	0.4	0.2	0.4	0.5	0.8	0.9	0.5
6	0.1	0.5	0.5	0.4	0.5	0.8	0.1	0	0.1	0.2	0.3	1	0.7	0.5	0.7	0.4	0.4	0.1	0.3	0.7
7	0.4	0.5	0.5	0.9	0.9	0.7	0.3	0.4	0.5	0.3	0.9	0.5	0.7	0.4	0.9	0.2	0.2	0	0.2	0.3
8	0.2	0.6	0.3	0.9	0	0.9	0.3	0.5	0.1	0.6	0.1	0.4	0.1	0.7	0.4	0	0.4	0.7	0.4	0.8
9	0.9	0.3	0.4	0.6	0.7	0.3	0.9	0.9	0.4	0.1	0.2	0.6	0.7	0.5	0.5	0.7	0.4	0.8	0.2	0.5
10	0.5	0.3	0.9	0.5	1	0.3	0.6	0.4	0.9	0.9	0.2	0.8	0.3	0.6	0.5	0.9	0.9	0.3	0.8	0.3
11	0.4	1	0.9	0.1	0.5	0.4	0.8	0.9	0.3	1	0.3	0.7	0.3	0.2	0.3	0.3	0.5	0.8	0.7	0.4
12	0.8	0.9	0.3	0	0.5	0.7	1	0.4	0	0.8	0.6	0.5	0.8	0.5	0.6	0.2	0.9	0.4	0.1	0.2
13	0.4	0.5	0.9	0.7	0.7	0.2	0	0.2	1	0.7	0.6	0.7	0.6	0.9	0.8	0	0.6	0.7	0.4	0.7
14	0.5	0	0.1	0.3	0.6	0.7	0.5	0.5	0	0.6	0.7	0.4	0.1	0.6	0.1	0.8	0.8	0.1	1	0.8
15	0.8	0.6	0.5	0.4	0.5	0.3	0.4	0.1	1	0.8	0.8	0.5	0.8	0.9	0.7	0.4	0.6	0.3	0.9	0.6
16	0.9	0.6	0	1	0.2	0.1	0.8	1	0.2	0.8	0.8	1	0.4	0.3	0.4	0.9	0.5	0.8	1	0.5
17	0.6	0.8	0.9	0.4	0.7	0.7	0.8	0.3	0.9	0.7	0.9	0.8	0.3	0.9	0.8	0.5	1	0.6	0.5	0.1
18	0.4	0.2	0.1	0.8	0.5	0.5	0.7	1	0.2	0.6	0.5	0.8	0.4	0.4	0.2	0.1	0.1	0	0.3	0.1
19	0.7	0.2	0.9	1	0.1	0.7	0.5	0.1	0.4	0.9	0.2	0.7	0.2	0.4	0.5	0.6	0.8	0.2	0.6	0.1
20	0.8	0.1	0.9	0.2	0.5	0.1	0.3	0.7	0.1	0.7	0.7	0.8	0.9	0.6	0.8	0	0.4	0.3	0.1	0.7
;

param d: 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20:=
1	0	13.429	6.296	6.955	6.376	12.016	11.682	8.122	13.488	11.858	6.522	5.145	7.329	13.345	11.783	7.305	5.806	11.394	8.892	10
2	13.429	0	7.617	10.196	14.842	5.464	4.046	5.352	0.107	4.556	15.577	9.374	14.395	2.528	1.87	9.595	17.659	5.199	11.762	3.957
3	6.296	7.617	0	7.122	10.151	5.826	5.386	3.133	7.695	7.732	8.222	4.71	7.418	8.29	5.806	3.332	10.044	7.614	9.596	3.826
4	6.955	10.196	7.122	0	4.772	11.888	10.76	5.785	10.202	6.645	12.839	2.566	12.96	8.873	9.306	10.251	12.756	5.958	2.492	8.625
5	6.376	14.842	10.151	4.772	0	15.708	14.814	9.966	14.857	11.41	12.878	5.787	13.671	13.641	13.764	12.577	11.499	10.714	4.662	12.719
6	12.016	5.464	5.826	11.888	15.708	0	1.531	6.138	5.57	8.847	11.824	9.961	10.259	7.692	4.127	5.708	14.624	9.218	14.119	3.379
7	11.682	4.046	5.386	10.76	14.814	1.531	0	4.976	4.153	7.328	12.322	9.028	10.906	6.181	2.6	6.149	14.872	7.718	12.896	2.136
8	8.122	5.352	3.133	5.785	9.966	6.138	4.976	0	5.402	4.599	11.288	4.224	10.551	5.376	3.898	6.27	12.789	4.501	7.982	2.84
9	13.488	0.107	7.695	10.202	14.857	5.57	4.153	5.402	0	4.508	15.668	9.406	14.491	2.448	1.963	9.692	17.739	5.158	11.749	4.049
10	11.858	4.556	7.732	6.645	11.41	8.847	7.328	4.599	4.508	0	15.841	6.881	15.15	2.415	4.825	10.777	17.075	0.732	7.63	5.81
11	6.522	15.577	8.222	12.839	12.878	11.824	12.322	11.288	15.668	15.841	0	10.463	1.903	16.505	13.708	6.176	3.502	15.617	15.085	11.621
12	5.145	9.374	4.71	2.566	5.787	9.961	9.028	4.224	9.406	6.881	10.463	0	10.459	8.679	8.097	7.721	10.776	6.346	5.045	6.934
13	7.329	14.395	7.418	12.96	13.671	10.259	10.906	10.551	14.491	15.15	1.903	10.459	0	15.557	12.53	4.81	5.387	15.008	15.332	10.458
14	13.345	2.528	8.29	8.873	13.641	7.692	6.181	5.376	2.448	2.415	16.505	8.679	15.557	0	3.602	10.889	18.164	3.143	10.028	5.316
15	11.783	1.87	5.806	9.306	13.764	4.127	2.6	3.898	1.963	4.825	13.708	8.097	12.53	3.602	0	7.735	15.831	5.294	11.166	2.087
16	7.305	9.595	3.332	10.251	12.577	5.708	6.149	6.27	9.692	10.777	6.176	7.721	4.81	10.889	7.735	0	8.93	10.757	12.743	5.68
17	5.806	17.659	10.044	12.756	11.499	14.624	14.872	12.789	17.739	17.075	3.502	10.776	5.387	18.164	15.831	8.93	0	16.715	14.66	13.788
18	11.394	5.199	7.614	5.958	10.714	9.218	7.718	4.501	5.158	0.732	15.617	6.346	15.008	3.143	5.294	10.757	16.715	0	6.898	6.06
19	8.892	11.762	9.596	2.492	4.662	14.119	12.896	7.982	11.749	7.63	15.085	5.045	15.332	10.028	11.166	12.743	14.66	6.898	0	10.782
20	10	3.957	3.826	8.625	12.719	3.379	2.136	2.84	4.049	5.81	11.621	6.934	10.458	5.316	2.087	5.68	13.788	6.06	10.782	0
;
