
param n:=20;
param p:=1.2;
param c:=1;
param Q:=1;
param v:=0.1;
param DIS:=20;
#data is from 20 locations case 4

param w: 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20:=
1	0.2	1	0.2	0.7	0.4	1	0.9	1	0.5	0.2	0.5	0.8	0.3	1	0.7	0.8	0.5	0.7	0.8	1
2	0.6	0.6	1	0.9	0.9	0.6	0.9	0.1	0.2	0.2	0.6	0.3	0.2	0.8	0.1	0.6	0.8	0	0.6	0.3
3	0.2	0	0.1	0.5	0	0.8	0.3	0.5	0.4	0.1	0.5	0	0.7	0.5	0.9	0.7	0.1	0.8	0.7	0.3
4	1	0.4	0.6	0.2	0.2	0.7	0.8	0	0.7	0.3	0.4	0.9	0.4	0.5	0.4	0.4	0.3	0.7	0.9	0.7
5	0.8	0.4	0.7	0.6	0.9	0.6	0.2	1	0.4	1	0.2	0.4	0.4	0.8	0.5	0.6	0.5	0.3	0.6	0.2
6	0.6	1	0.1	1	0.5	0.5	0.4	0.8	0.2	0.3	0.5	1	0.7	0.2	0.5	0.7	0.8	0.8	0.7	0.2
7	0.7	0.9	0.6	0.1	0.7	0.1	0.7	0.3	0.4	0.3	0.5	0.1	0.3	0.6	0.1	0.8	0.1	0.5	0.5	0.3
8	0.8	0	0.3	0.5	0.2	0.8	0.2	0.1	0.6	0.8	0.3	0.3	0.7	0.9	0.4	0.5	0	0	0.8	0.5
9	0.3	0.3	0.6	0.6	0.9	0.7	0.4	1	0.1	0.9	0.3	0.9	0.9	0.5	0.4	0.2	0.3	0.6	0.3	0.9
10	0.5	0.6	0.2	0.2	0.5	0.6	0.7	0.5	0.6	0.5	0	1	0.7	0.6	0.6	0.6	0.2	0.9	0.6	0.4
11	0.9	0.9	0.3	0.8	0.4	0.7	1	0.7	0.3	0.2	0.6	0.8	0.8	0.8	0	0.3	0.4	0.7	0.8	0
12	0.2	0.8	1	0.9	0.4	0.5	0.5	0.6	0.5	0.1	1	0.4	1	0.3	0.2	0.4	1	0.1	0.1	0.3
13	0.4	0.7	0.1	0.2	0.5	0.1	0.5	0.9	0.8	0.3	0.9	0.9	0.1	0.9	0.8	0.5	0.5	0.3	0.1	1
14	0.4	0.1	0.3	0.3	0.3	0.5	0.7	0.3	0.6	0.8	0.6	1	0.5	0.6	0.2	0	0.7	0.6	0.9	0.5
15	0.9	0.8	0.4	1	0.7	0.2	0.5	0.2	0.5	0.5	0.2	0.9	0.6	0.5	0.3	0.9	0.9	1	0.2	0.5
16	0.7	0.7	0.5	0.2	0.4	0.7	0.2	0.1	0.3	0.2	0.5	0.2	0	0.9	0.2	0.8	0.2	0.7	1	0.7
17	0.2	0.1	0.6	0.8	0.6	0.8	0.7	0.5	0.8	0.8	0	0.6	0.6	0.5	0.8	0.9	0.2	0	1	0.5
18	0.2	0.5	0.7	0.2	0.4	0.9	1	0.6	0.6	0.9	0.3	0.8	0	0.9	0.6	0.6	0.8	0.2	0.1	0.6
19	0.1	0.1	0.1	0.6	0.7	0.9	0.5	0.9	0.9	0.5	0.3	0.1	1	0.1	0.3	0.4	1	0.3	0	0.6
20	0.2	0.4	0.4	0.3	0.3	0.9	0.9	0	0.2	1	0.6	0.2	0.1	0.7	0.8	0.8	0.6	0.4	0.6	0.5
;
param d: 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20:=
1	0	13.667	3.769	7.205	13.02	6.862	8.38	4.202	5.354	6.224	6.898	5.727	13.074	5.399	13.098	3.468	14.745	9.424	6.607	10
2	13.667	0	10.152	6.546	3.354	7.725	5.972	9.821	15.698	7.767	10.007	17.22	1.176	8.368	0.899	13.05	2.753	9.003	8.091	3.677
3	3.769	10.152	0	3.606	9.264	4.643	4.622	0.452	6.225	2.481	6.158	8.879	9.455	1.792	9.676	5.146	11.023	8.152	4.57	6.483
4	7.205	6.546	3.606	0	5.975	3.394	1.68	3.284	9.428	1.338	6.038	11.516	5.875	1.828	6.087	7.348	7.578	6.935	3.625	2.881
5	13.02	3.354	9.264	5.975	0	8.48	4.642	8.849	13.907	6.797	11.135	17.469	2.234	7.664	3.895	13.277	1.97	10.863	8.827	3.956
6	6.862	7.725	4.643	3.394	8.48	0	5.005	4.653	10.807	4.043	2.726	9.507	7.543	3.508	6.961	5.384	9.637	3.71	0.367	4.563
7	8.38	5.972	4.622	1.68	4.642	5.005	0	4.21	9.73	2.161	7.691	13.043	5.073	3.071	5.732	8.922	6.429	8.39	5.263	2.705
8	4.202	9.821	0.452	3.284	8.849	4.653	4.21	0	6.349	2.093	6.347	9.326	9.095	1.52	9.37	5.558	10.626	8.24	4.615	6.164
9	5.354	15.698	6.225	9.428	13.907	10.807	9.73	6.349	0	8.095	11.75	10.358	14.789	7.838	15.394	8.813	15.859	14.08	10.682	12.203
10	6.224	7.767	2.481	1.338	6.797	4.043	2.161	2.093	8.095	0	6.431	10.972	7.01	0.978	7.363	6.927	8.542	7.738	4.174	4.149
11	6.898	10.007	6.158	6.038	11.135	2.726	7.691	6.347	11.75	6.431	0	7.727	10.004	5.669	9.169	4.162	12.16	2.578	2.432	7.184
12	5.727	17.22	8.879	11.516	17.469	9.507	13.043	9.326	10.358	10.972	7.727	0	16.941	10.004	16.468	4.208	18.922	10.003	9.145	13.834
13	13.074	1.176	9.455	5.875	2.234	7.543	5.073	9.095	14.789	7.01	10.004	16.941	0	7.7	1.673	12.74	2.196	9.297	7.908	3.133
14	5.399	8.368	1.792	1.828	7.664	3.508	3.071	1.52	7.838	0.978	5.669	10.004	7.7	0	7.884	5.949	9.349	7.209	3.565	4.695
15	13.098	0.899	9.676	6.087	3.895	6.961	5.732	9.37	15.394	7.363	9.169	16.468	1.673	7.884	0	12.32	3.597	8.11	7.325	3.214
16	3.468	13.05	5.146	7.348	13.277	5.384	8.922	5.558	8.813	6.927	4.162	4.208	12.74	5.949	12.32	0	14.713	6.718	5.031	9.627
17	14.745	2.753	11.023	7.578	1.97	9.637	6.429	10.626	15.859	8.542	12.16	18.922	2.196	9.349	3.597	14.713	0	11.491	9.999	5.107
18	9.424	9.003	8.152	6.935	10.863	3.71	8.39	8.24	14.08	7.738	2.578	10.003	9.297	7.209	8.11	6.718	11.491	0	3.654	7.024
19	6.607	8.091	4.57	3.625	8.827	0.367	5.263	4.615	10.682	4.174	2.432	9.145	7.908	3.565	7.325	5.031	9.999	3.654	0	4.919
20	10	3.677	6.483	2.881	3.956	4.563	2.705	6.164	12.203	4.149	7.184	13.834	3.133	4.695	3.214	9.627	5.107	7.024	4.919	0
;
